Id,Image,Part No,Name,Color,Quantity,Average Price,Value,Used Price,Used Value,Remarks
469.3,"=IMAGE(""HTTP://img.bricklink.com/P/7/3004.jpg"")",3004,Brick 1 x 2,Blue,220,0.0359,7.898000000000001,0.0358,7.8759999999999994,
469.4,"=IMAGE(""HTTP://img.bricklink.com/P/7/3004.jpg"")",3004,Brick 1 x 2,Blue,220,0.0359,7.898000000000001,0.0358,7.8759999999999994,
469.5,"=IMAGE(""HTTP://img.bricklink.com/P/7/3004.jpg"")",3004,Brick 1 x 2,Blue,220,0.0359,7.898000000000001,0.0358,7.8759999999999994,
470,"=IMAGE(""HTTP://img.bricklink.com/P/34/3004.jpg"")",3004,Brick 1 x 2,Lime,163,0.0286,4.6618,0.0285,4.6455,
471,"=IMAGE(""HTTP://img.bricklink.com/P/12/3004.jpg"")",3004,Brick 1 x 2,Bright Pink,102,0.0448,4.5696,0.0449,4.5798000000000005,
472,"=IMAGE(""HTTP://img.bricklink.com/P/12/3004.jpg"")",3004,Brick 1 x 2,Medium Blue,122,0.0499,6.0878,0.0499,6.0878,
473.1,"=IMAGE(""HTTP://img.bricklink.com/P/24/3004.jpg"")",3004,Brick 1 x 2,Purple,17,1.4502,24.653399999999998,1.4502,24.653399999999998,
473.2,"=IMAGE(""HTTP://img.bricklink.com/P/24/3004.jpg"")",3004,Brick 1 x 2,Purple,17,1.4502,24.653399999999998,1.4502,24.653399999999998,
473.3,"=IMAGE(""HTTP://img.bricklink.com/P/24/3004.jpg"")",3004,Brick 1 x 2,Purple,17,1.4502,24.653399999999998,1.4502,24.653399999999998,
473.4,"=IMAGE(""HTTP://img.bricklink.com/P/24/3004.jpg"")",3004,Brick 1 x 2,Purple,17,1.4502,24.653399999999998,1.4502,24.653399999999998,
473.5,"=IMAGE(""HTTP://img.bricklink.com/P/24/3004.jpg"")",3004,Brick 1 x 2,Purple,17,1.4502,24.653399999999998,1.4502,24.653399999999998,
474.1,"=IMAGE(""HTTP://img.bricklink.com/P/10/3004.jpg"")",3004,Brick 1 x 2,Dark Gray,65,0.2136,13.884,0.2136,13.884,
474.2,"=IMAGE(""HTTP://img.bricklink.com/P/10/3004.jpg"")",3004,Brick 1 x 2,Dark Gray,65,0.2136,13.884,0.2136,13.884,
475,"=IMAGE(""HTTP://img.bricklink.com/P/1/3004.jpg"")",3004,Brick 1 x 2,Various,76,0.1,7.6000000000000005,0.1,7.6000000000000005,
476,"=IMAGE(""HTTP://img.bricklink.com/P/1/3004.jpg"")",3004,Brick 1 x 2,Various Clear,57,0.1,5.7,0.1,5.7,
477,"=IMAGE(""HTTP://img.bricklink.com/P/3/3004px6.jpg"")",3004px6,Brick 1 x 2 with Eyes and Smile Pattern,Yellow,33,0.0458,1.5114,0.0458,1.5114,
478,"=IMAGE(""HTTP://img.bricklink.com/P/153/3001.jpg"")",3001,Brick 2 x 4,Dark Azure,99,0.1350,13.365,0.1351,13.3749,
479.1,"=IMAGE(""HTTP://img.bricklink.com/P/7/3001.jpg"")",3001,Brick 2 x 4,Medium Blue,93,0.1930,17.949,0.1928,17.9304,
479.2,"=IMAGE(""HTTP://img.bricklink.com/P/7/3001.jpg"")",3001,Brick 2 x 4,Medium Blue,93,0.1930,17.949,0.1928,17.9304,
480.1,"=IMAGE(""HTTP://img.bricklink.com/P/7/3001.jpg"")",3001,Brick 2 x 4,Tan,98,0.1331,13.0438,0.1331,13.0438,
480.2,"=IMAGE(""HTTP://img.bricklink.com/P/7/3001.jpg"")",3001,Brick 2 x 4,Tan,98,0.1331,13.0438,0.1331,13.0438,
481.1,"=IMAGE(""HTTP://img.bricklink.com/P/8/3001.jpg"")",3001,Brick 2 x 4,Brown,34,0.4979,16.9286,0.4979,16.9286,
481.2,"=IMAGE(""HTTP://img.bricklink.com/P/8/3001.jpg"")",3001,Brick 2 x 4,Brown,34,0.4979,16.9286,0.4979,16.9286,
481.3,"=IMAGE(""HTTP://img.bricklink.com/P/8/3001.jpg"")",3001,Brick 2 x 4,Brown,34,0.4979,16.9286,0.4979,16.9286,
482,"=IMAGE(""HTTP://img.bricklink.com/P/88/3001.jpg"")",3001,Brick 2 x 4,Reddish Brown,74,0.1190,8.806,0.1191,8.8134,
483.1,"=IMAGE(""HTTP://img.bricklink.com/P/86/3001.jpg"")",3001,Brick 2 x 4,Light Bluish Gray,107,0.1619,17.3233,0.1617,17.3019,
483.2,"=IMAGE(""HTTP://img.bricklink.com/P/86/3001.jpg"")",3001,Brick 2 x 4,Light Bluish Gray,107,0.1619,17.3233,0.1617,17.3019,
484,"=IMAGE(""HTTP://img.bricklink.com/P/34/3001.jpg"")",3001,Brick 2 x 4,Lime,188,0.0977,18.3676,0.0978,18.3864,
485.1,"=IMAGE(""HTTP://img.bricklink.com/P/11/3001.jpg"")",3001,Brick 2 x 4,Black,148,0.1603,23.7244,0.16,23.68,
485.2,"=IMAGE(""HTTP://img.bricklink.com/P/11/3001.jpg"")",3001,Brick 2 x 4,Black,148,0.1603,23.7244,0.16,23.68,
485.3,"=IMAGE(""HTTP://img.bricklink.com/P/11/3001.jpg"")",3001,Brick 2 x 4,Black,148,0.1603,23.7244,0.16,23.68,
486,"=IMAGE(""HTTP://img.bricklink.com/P/104/3001.jpg"")",3001,Brick 2 x 4,Bright Pink,138,0.1147,15.8286,0.1147,15.8286,
487.1,"=IMAGE(""HTTP://img.bricklink.com/P/1/3001.jpg"")",3001,Brick 2 x 4,White,154,0.1513,23.300199999999997,0.1509,23.2386,
487.2,"=IMAGE(""HTTP://img.bricklink.com/P/1/3001.jpg"")",3001,Brick 2 x 4,White,154,0.1513,23.300199999999997,0.1509,23.2386,
487.3,"=IMAGE(""HTTP://img.bricklink.com/P/1/3001.jpg"")",3001,Brick 2 x 4,White,154,0.1513,23.300199999999997,0.1509,23.2386,
487.4,"=IMAGE(""HTTP://img.bricklink.com/P/1/3001.jpg"")",3001,Brick 2 x 4,White,154,0.1513,23.300199999999997,0.1509,23.2386,
487.5,"=IMAGE(""HTTP://img.bricklink.com/P/1/3001.jpg"")",3001,Brick 2 x 4,White,154,0.1513,23.300199999999997,0.1509,23.2386,
488.1,"=IMAGE(""HTTP://img.bricklink.com/P/3/3001.jpg"")",3001,Brick 2 x 4,Yellow,193,0.1257,24.2601,0.1255,24.2215,
488.2,"=IMAGE(""HTTP://img.bricklink.com/P/3/3001.jpg"")",3001,Brick 2 x 4,Yellow,193,0.1257,24.2601,0.1255,24.2215,
488.3,"=IMAGE(""HTTP://img.bricklink.com/P/3/3001.jpg"")",3001,Brick 2 x 4,Yellow,193,0.1257,24.2601,0.1255,24.2215,
489,"=IMAGE(""https://lh3.googleusercontent.com/J168DpSCUlZesT301IzsCXjt05D4o3h284pgkkpUEBaIxiru3dv_SXYX0hOUIXChWf8QRSUwJ58kZabZtCE4XvJozTVM6Yu38PyU_W_qmcH7dBJN1ijfe2Ie_FmYy663Gm308j77PyyCMkAfaMPzALkoVNkl8BuiwpZucDUP0iEHI1MUlbw7rOMDPBO5fvtsfc_9oEj8flkpspSlVo7Jx15hBdVEGhwQfGE4g1ptMam4a5hzDa2IQAgtBKPPVZr4kN_Dkpjrnea_b1D_fSdw0oI_QxuDF61bUGVSognwiM03W9Isajq1Y_W0w3mfDrBC9HiPLl5_Hjlkl1ax9TMbFW-3MisUatRjbbP0WoGn9RNS1Nkq6vwD10a8kGlYdOOeWoM45EvhoZnmoLGCdvKCmMo8sL_UqQtWL_Cc7gmSoCdikUh8tZ3TZ5jOeRNs3riwz6v0q72Vsv8xNzUvuXy9UukIq6ITKpJUPbs0fjpGH6CjmjbxPyaA33-Slixwdgkd_CQQAXQI5Rkg2JhBLUykQCGDBCHZFN2kCZGYD3ZEJWa1-yoJ35ZCyDILa5ldyTjvlICr-aTAonyUZRKBXWnVW1Gd78wCVEyEhfA1TGr8ki_sQAnc2I-h-oOxk0n2aGaj0YtEW3ZkH5xPkAtxueW-lR9Bz1a89Aine56lYphTzBqubFI0r4uuSxMQhcu9P8A3XPTn20214e757nkoXunB2kuG3g=w1230-h923-no"")",N/A,Minifigures,Various,50,0.1,5.0,0.1,5.0,
